,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],-0.09,0.98,-1.92,1.77,0.01,0.0,24909.0,20742.0,1.0
theta[1],-0.44,3.1,-2.72,4.92,1.55,0.89,5.0,25.0,2.41
