,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],-2.76,0.28,-3.24,-2.29,0.01,0.02,1133.0,809.0,1.0
theta[1],-0.71,0.45,-1.53,0.09,0.01,0.01,1234.0,1631.0,1.0
