,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],-0.1,1.03,-1.79,1.97,0.15,0.07,49.0,101.0,1.05
theta[1],3.52,2.23,-0.85,5.0,1.07,0.61,7.0,33.0,1.53
theta[2],2.03,1.77,-1.45,4.44,0.76,0.36,8.0,73.0,1.51
theta[3],2.43,1.84,-1.21,4.47,0.84,0.46,7.0,32.0,1.52
theta[4],1.16,1.22,-1.43,3.32,0.39,0.16,11.0,42.0,1.29
theta[5],-2.27,4.22,-5.0,4.89,2.02,1.04,7.0,42.0,1.5
