,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],0.0,1.01,-1.93,1.87,0.01,0.01,9132.0,10975.0,1.0
theta[1],-1.1,2.52,-4.03,3.3,1.26,0.66,5.0,28.0,2.84
