,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],1.06,1.81,-2.24,2.29,0.9,0.52,7.0,31.0,1.53
theta[1],-0.02,1.43,-1.48,2.47,0.71,0.37,4.0,13.0,3.91
theta[2],0.38,0.65,-0.62,1.6,0.3,0.18,5.0,11.0,2.24
theta[3],0.18,0.49,-0.57,0.94,0.24,0.1,5.0,18.0,2.93
theta[4],-1.4,3.57,-3.68,4.94,1.78,1.03,7.0,26.0,1.57
theta[5],0.07,1.39,-1.65,1.77,0.69,0.11,4.0,11.0,3.95
