,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],-0.0,1.0,-1.86,1.85,0.0,0.01,47746.0,26117.0,1.0
theta[1],-0.29,0.82,-1.73,1.25,0.01,0.02,24127.0,14676.0,1.0
theta[2],0.29,0.94,-1.48,2.03,0.01,0.01,30767.0,18194.0,1.0
theta[3],0.01,1.07,-1.95,2.05,0.01,0.0,35607.0,27076.0,1.0
theta[4],0.73,1.01,-1.15,2.63,0.01,0.01,30605.0,17657.0,1.0
theta[5],-1.37,0.42,-2.12,-0.59,0.0,0.0,31739.0,21613.0,1.0
