,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],-2.36,0.38,-3.06,-1.65,0.02,0.01,567.0,1152.0,1.01
theta[1],3.79,0.63,2.73,4.96,0.05,0.03,165.0,182.0,1.02
