,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],-0.83,0.39,-1.54,-0.06,0.02,0.01,607.0,1179.0,1.01
theta[1],-0.32,0.63,-1.6,0.5,0.03,0.02,578.0,1444.0,1.01
theta[2],-0.23,0.5,-1.04,0.78,0.02,0.01,1157.0,1385.0,1.0
