,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],-3.21,3.1,-5.0,2.16,1.55,0.89,7.0,26.0,1.53
theta[1],-2.5,4.33,-5.0,5.0,2.16,1.25,7.0,26.0,1.53
