,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],0.25,0.91,-1.3,1.82,0.32,0.14,9.0,34.0,1.41
theta[1],0.05,2.86,-4.7,4.63,0.13,0.03,545.0,2434.0,1.0
