,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],-0.04,0.4,-0.78,0.71,0.0,0.0,12414.0,13988.0,1.0
theta[1],-1.16,0.96,-2.84,0.73,0.01,0.01,13142.0,14164.0,1.0
