,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],-1.12,2.88,-3.66,4.49,1.42,0.81,7.0,34.0,1.53
theta[1],1.2,1.76,-2.42,3.21,0.82,0.47,7.0,38.0,1.54
