,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],-4.97,0.03,-5.0,-4.92,0.0,0.0,16296.0,12288.0,1.0
theta[1],-0.5,0.81,-1.97,1.05,0.01,0.01,17659.0,12037.0,1.0
