,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],-0.36,2.66,-4.98,4.08,0.19,0.05,213.0,1021.0,1.01
theta[1],0.1,1.18,-2.08,2.31,0.24,0.08,24.0,80.0,1.13
theta[2],0.08,2.48,-4.12,4.64,0.41,0.09,44.0,292.0,1.08
theta[3],0.29,2.39,-3.64,4.79,0.3,0.07,73.0,416.0,1.05
theta[4],0.3,1.23,-2.04,2.55,0.2,0.08,40.0,112.0,1.09
theta[5],-0.14,1.05,-2.01,1.82,0.16,0.06,47.0,154.0,1.08
