,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],-0.82,1.68,-5.0,1.03,0.07,0.07,1082.0,1127.0,1.0
theta[1],-1.46,1.4,-5.0,0.33,0.05,0.05,1049.0,1123.0,1.0
