,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],0.57,0.41,-0.2,1.34,0.0,0.0,12672.0,16148.0,1.0
theta[1],-0.02,0.84,-1.64,1.51,0.01,0.0,12547.0,15820.0,1.0
