,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],0.38,0.59,-0.71,1.52,0.0,0.0,15279.0,17174.0,1.0
theta[1],-0.71,0.91,-2.4,0.98,0.01,0.0,15982.0,19895.0,1.0
