,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],1.78,3.92,-5.0,4.76,1.96,1.12,6.0,23.0,1.83
theta[1],-1.19,3.64,-4.58,5.0,1.8,0.99,6.0,43.0,1.88
