,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],-2.26,0.68,-3.47,-0.95,0.24,0.09,9.0,30.0,1.39
theta[1],-1.55,0.86,-3.22,0.16,0.35,0.15,6.0,23.0,1.74
theta[2],4.31,0.43,3.55,5.0,0.07,0.04,36.0,87.0,1.11
