,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],0.32,0.9,-1.37,1.98,0.02,0.02,3140.0,2021.0,1.0
theta[1],-0.99,0.73,-2.2,0.61,0.02,0.02,1752.0,1513.0,1.0
theta[2],-0.06,0.93,-1.78,1.8,0.02,0.02,2526.0,2358.0,1.0
theta[3],0.28,1.08,-2.01,2.11,0.02,0.02,2446.0,1583.0,1.0
theta[4],0.11,0.92,-1.73,1.88,0.02,0.02,2815.0,1990.0,1.0
theta[5],-0.11,0.4,-0.86,0.61,0.01,0.01,2006.0,1733.0,1.0
