,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],-1.57,3.1,-4.25,4.39,1.53,0.88,7.0,44.0,1.53
theta[1],2.79,2.24,-1.48,5.0,1.07,0.62,7.0,26.0,1.55
