,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],4.98,0.02,4.94,5.0,0.0,0.0,1925.0,1257.0,1.0
theta[1],4.78,0.2,4.41,5.0,0.0,0.0,1975.0,1516.0,1.0
theta[2],-4.99,0.01,-5.0,-4.97,0.0,0.0,1952.0,1314.0,1.0
