,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],0.7,3.29,-5.0,2.75,1.64,0.95,7.0,4.0,1.56
theta[1],1.57,0.21,1.24,2.05,0.04,0.01,31.0,102.0,1.11
