,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
theta[0],-0.03,0.38,-0.75,0.69,0.0,0.0,13730.0,14966.0,1.0
theta[1],-1.13,0.96,-2.83,0.76,0.01,0.01,13519.0,15765.0,1.0
